Frequency (Hz),Measurement
2000000000.0,0.13296301662921906
2000937472.0,0.12661731243133545
2001874944.0,0.12313054502010345
2002812544.0,0.120062455534935
2003750016.0,0.11572852730751038
2004687488.0,0.11061491817235947
2005624960.0,0.10653333365917206
2006562560.0,0.10162026435136795
2007500032.0,0.09744218736886978
2008437504.0,0.09207820892333984
2009374976.0,0.0879429280757904
2010312448.0,0.08272331207990646
2011250048.0,0.07649075984954834
2012187520.0,0.07120359688997269
2013124992.0,0.06566647440195084
2014062464.0,0.05999431386590004
2015000064.0,0.054454538971185684
2015937536.0,0.0490492545068264
2016875008.0,0.044340625405311584
2017812480.0,0.03760891407728195
2018749952.0,0.033895961940288544
2019687552.0,0.028419218957424164
2020625024.0,0.024883083999156952
2021562496.0,0.020654188469052315
2022499968.0,0.017452776432037354
2023437440.0,0.015176055021584034
2024375040.0,0.012542287819087505
2025312512.0,0.011478305794298649
2026249984.0,0.010279614478349686
2027187456.0,0.009839439764618874
2028125056.0,0.01056487113237381
2029062528.0,0.01150986272841692
2030000000.0,0.014400905929505825
2030937472.0,0.01687130518257618
2031874944.0,0.021538421511650085
2032812544.0,0.024879731237888336
2033750016.0,0.030643001198768616
2034687488.0,0.03613656759262085
2035624960.0,0.042763546109199524
2036562560.0,0.049243614077568054
2037500032.0,0.057511333376169205
2038437504.0,0.06493347883224487
2039374976.0,0.0727674812078476
2040312448.0,0.08100265264511108
2041250048.0,0.08931317180395126
2042187520.0,0.09715161472558975
2043124992.0,0.10515448451042175
2044062464.0,0.11219049990177155
2044999936.0,0.11872375756502151
2045937536.0,0.12409450858831406
2046875008.0,0.12957234680652618
2047812480.0,0.13409365713596344
2048749952.0,0.14302881062030792
2049687552.0,0.1382102221250534
2050625024.0,0.1327732801437378
2051562496.0,0.12661264836788177
2052499968.0,0.12026920914649963
2053437440.0,0.11259163916110992
2054375040.0,0.10500596463680267
2055312512.0,0.09841178357601166
2056249984.0,0.09026125818490982
2057187456.0,0.08229941874742508
2058125056.0,0.07511650025844574
2059062528.0,0.06724891811609268
2060000000.0,0.06069940701127052
2060937472.0,0.053309909999370575
2061874944.0,0.04702213034033775
2062812544.0,0.04047161713242531
2063750016.0,0.034547481685876846
2064687488.0,0.029033979400992393
2065624960.0,0.023423774167895317
2066562560.0,0.018804078921675682
2067500032.0,0.013576398603618145
2068437504.0,0.010089649818837643
2069374976.0,0.005686847493052483
2070312448.0,0.00242617167532444
2071250048.0,0.00016866001533344388
2072187520.0,-0.00376339815557003
2073124992.0,-0.006000322289764881
2074062464.0,-0.007921945303678513
2075000064.0,-0.009569684974849224
2075937536.0,-0.01104408223181963
2076875008.0,-0.011897929012775421
2077812480.0,-0.012349946424365044
2078749952.0,-0.012516596354544163
2079687552.0,-0.01218413095921278
2080625024.0,-0.011580000631511211
2081562496.0,-0.010777530260384083
2082499968.0,-0.009081362746655941
2083437440.0,-0.008385070599615574
2084375040.0,-0.00536843528971076
2085312512.0,-0.0015991522232070565
2086249984.0,0.0010272104991599917
2087187456.0,0.0056787352077662945
2088125056.0,0.009934785775840282
2089062528.0,0.015434135682880878
2090000000.0,0.021416565403342247
2090937472.0,0.027714315801858902
2091874944.0,0.0341809019446373
2092812544.0,0.04159839451313019
2093750016.0,0.05012180656194687
2094687488.0,0.058163076639175415
2095624960.0,0.06849946826696396
2096562560.0,0.0782424733042717
2097500032.0,0.08881072700023651
2098437504.0,0.09958038479089737
2099374976.0,0.11242547631263733
2100312448.0,0.12412627786397934
2101250048.0,0.1365191787481308
2102187520.0,0.14933723211288452
2103124992.0,0.1629589945077896
2104062464.0,0.17671769857406616
2104999936.0,0.19063161313533783
2105937536.0,0.20426855981349945
2106875008.0,0.21709905564785004
2107812480.0,0.22987456619739532
2108749952.0,0.27000361680984497
2109687552.0,0.27878785133361816
2110625024.0,0.28682708740234375
2111562496.0,0.2942981421947479
2112499968.0,0.3007441461086273
2113437440.0,0.3061866760253906
2114375040.0,0.30895480513572693
2115312512.0,0.3098578155040741
2116249984.0,0.3086012303829193
2117187456.0,0.3056388199329376
2118125056.0,0.29823291301727295
2119062528.0,0.2892184853553772
2120000000.0,0.27740219235420227
2120937472.0,0.26205918192863464
2121874944.0,0.24369098246097565
2122812544.0,0.2235201746225357
2123750016.0,0.20106278359889984
2124687488.0,0.17614440619945526
2125624960.0,0.15097637474536896
2126562560.0,0.12402419000864029
2127500032.0,0.09711521118879318
2128437504.0,0.06972359865903854
2129374976.0,0.04263557493686676
2130312448.0,0.016656355932354927
2131250048.0,-0.0076122828759253025
2132187520.0,-0.030161218717694283
2133124992.0,-0.05069597810506821
2134062464.0,-0.06937126070261002
2135000064.0,-0.08426903188228607
2135937536.0,-0.0975702777504921
2136875008.0,-0.10745976120233536
2137812480.0,-0.11417198181152344
2138749952.0,-0.11939471960067749
2139687552.0,-0.12106314301490784
2140625024.0,-0.11957884579896927
2141562496.0,-0.11518418788909912
2142499968.0,-0.10935744643211365
2143437440.0,-0.10198352485895157
2144375040.0,-0.09119205176830292
2145312512.0,-0.08039430528879166
2146249984.0,-0.06802718341350555
2147187456.0,-0.05430450662970543
2148124928.0,-0.04045308008790016
2149062400.0,-0.02628762647509575
2150000128.0,-0.01152100134640932
2150937600.0,0.002917525125667453
2151875072.0,0.016280513256788254
2152812544.0,0.03064209222793579
2153750016.0,0.04383275285363197
2154687488.0,0.0561499148607254
2155624960.0,0.06821799278259277
2156562432.0,0.08024528622627258
2157499904.0,0.09115622192621231
2158437376.0,0.10228559374809265
2159375104.0,0.11218903958797455
2160312576.0,0.12141649425029755
2161250048.0,0.13021710515022278
2162187520.0,0.13972097635269165
2163124992.0,0.14828169345855713
2164062464.0,0.15714125335216522
2164999936.0,0.165729358792305
2165937408.0,0.17480391263961792
2166874880.0,0.18302090466022491
2167812608.0,0.19109885394573212
2168750080.0,0.2165239304304123
2169687552.0,0.2282206267118454
2170625024.0,0.240251824259758
2171562496.0,0.2520318925380707
2172499968.0,0.26260918378829956
2173437440.0,0.27317917346954346
2174374912.0,0.28183218836784363
2175312384.0,0.29074856638908386
2176250112.0,0.29752692580223083
2177187584.0,0.3032243549823761
2178125056.0,0.3074285387992859
2179062528.0,0.3095039427280426
2180000000.0,0.31008267402648926
2180937472.0,0.30853891372680664
2181874944.0,0.30422303080558777
2182812416.0,0.2987176179885864
2183749888.0,0.29089730978012085
2184687616.0,0.2803362309932709
2185625088.0,0.26863357424736023
2186562560.0,0.25488585233688354
2187500032.0,0.23902402818202972
2188437504.0,0.22214309871196747
2189374976.0,0.20332041382789612
2190312448.0,0.1836918145418167
2191249920.0,0.16299371421337128
2192187392.0,0.14188967645168304
2193125120.0,0.12055026739835739
2194062592.0,0.09862111508846283
2195000064.0,0.07761227339506149
2195937536.0,0.056020013988018036
2196875008.0,0.03669925034046173
2197812480.0,0.0192260779440403
2198749952.0,0.002453617285937071
2199687424.0,-0.013114463537931442
2200624896.0,-0.02665187604725361
2201562624.0,-0.03771523758769035
2202500096.0,-0.04801536723971367
2203437568.0,-0.05471375584602356
2204375040.0,-0.06008997559547424
2205312512.0,-0.06291043758392334
2206249984.0,-0.06410221755504608
2207187456.0,-0.06200553849339485
2208124928.0,-0.05821401625871658
2209062400.0,-0.051656678318977356
2209999872.0,-0.043873269110918045
2210937600.0,-0.03429477661848068
2211875072.0,-0.022487783804535866
2212812544.0,-0.010245590470731258
2213750016.0,0.004338739439845085
2214687488.0,0.019747786223888397
2215624960.0,0.03634936735033989
2216562432.0,0.05335691198706627
2217499904.0,0.0700959861278534
2218437376.0,0.08847235888242722
2219375104.0,0.10517096519470215
2220312576.0,0.12267513573169708
2221250048.0,0.13770243525505066
2222187520.0,0.1542496681213379
2223124992.0,0.16824151575565338
2224062464.0,0.18171954154968262
2224999936.0,0.19381283223628998
2225937408.0,0.20406751334667206
2226874880.0,0.213100403547287
2227812608.0,0.22131530940532684
2228750080.0,0.1938154697418213
2229687552.0,0.19966435432434082
2230625024.0,0.20503149926662445
2231562496.0,0.20878653228282928
2232499968.0,0.21212486922740936
2233437440.0,0.21313954889774323
2234374912.0,0.21292509138584137
2235312384.0,0.21020905673503876
2236250112.0,0.20503070950508118
2237187584.0,0.19832323491573334
2238125056.0,0.18957403302192688
2239062528.0,0.17853297293186188
2240000000.0,0.16478094458580017
2240937472.0,0.15074682235717773
2241874944.0,0.1334378570318222
2242812416.0,0.11563320457935333
2243749888.0,0.09636673331260681
2244687616.0,0.07691041380167007
2245625088.0,0.05616547912359238
2246562560.0,0.03533432260155678
2247500032.0,0.014084898866713047
2248437504.0,-0.006156057119369507
2249374976.0,-0.026221999898552895
2250312448.0,-0.04438626393675804
2251249920.0,-0.06225276738405228
2252187392.0,-0.07774990797042847
2253125120.0,-0.09146120399236679
2254062592.0,-0.10312977433204651
2255000064.0,-0.11184614896774292
2255937536.0,-0.11821573972702026
2256875008.0,-0.12290434539318085
2257812480.0,-0.12406899780035019
2258749952.0,-0.12396559119224548
2259687424.0,-0.12137462943792343
2260624896.0,-0.1165187880396843
2261562624.0,-0.10887587070465088
2262500096.0,-0.09902095049619675
2263437568.0,-0.08836641907691956
2264375040.0,-0.07558080554008484
2265312512.0,-0.061871111392974854
2266249984.0,-0.047297991812229156
2267187456.0,-0.03118417039513588
2268124928.0,-0.013873147778213024
2269062400.0,0.0031575860921293497
2270000128.0,0.019875552505254745
2270937600.0,0.037475619465112686
2271875072.0,0.0550331249833107
2272812544.0,0.07127595692873001
2273750016.0,0.08919641375541687
2274687488.0,0.10453296452760696
2275624960.0,0.11937778443098068
2276562432.0,0.1333385556936264
2277499904.0,0.14677153527736664
2278437376.0,0.15982645750045776
2279375104.0,0.1717543751001358
2280312576.0,0.18136276304721832
2281250048.0,0.1909790337085724
2282187520.0,0.20026220381259918
2283124992.0,0.2079678624868393
2284062464.0,0.21485188603401184
2284999936.0,0.2211667150259018
2285937408.0,0.22663234174251556
2286874880.0,0.23083031177520752
2287812608.0,0.23549342155456543
2288750080.0,0.24738352000713348
2289687552.0,0.25508153438568115
2290625024.0,0.2630886435508728
2291562496.0,0.27069172263145447
2292499968.0,0.27850762009620667
2293437440.0,0.28464633226394653
2294374912.0,0.29179704189300537
2295312384.0,0.29680758714675903
2296250112.0,0.3016132116317749
2297187584.0,0.3049345314502716
2298125056.0,0.3065861165523529
2299062528.0,0.3066035211086273
2300000000.0,0.3058730661869049
2300937472.0,0.30179300904273987
2301874944.0,0.29567521810531616
2302812416.0,0.2877742648124695
2303749888.0,0.2763673961162567
2304687616.0,0.26299285888671875
2305625088.0,0.24636395275592804
2306562560.0,0.22723685204982758
2307500032.0,0.20613645017147064
2308437504.0,0.18252727389335632
2309374976.0,0.1568441092967987
2310312448.0,0.1305655539035797
2311249920.0,0.10240936279296875
2312187392.0,0.07252486050128937
2313125120.0,0.04371418058872223
2314062592.0,0.014651520177721977
2315000064.0,-0.013847790658473969
