Frequency (Hz),Measurement
2000000000.0,0.1491115689277649
2000937472.0,0.14264895021915436
2001874944.0,0.13802732527256012
2002812544.0,0.13345231115818024
2003750016.0,0.12846779823303223
2004687488.0,0.12420934438705444
2005624960.0,0.11949886381626129
2006562560.0,0.11380704492330551
2007500032.0,0.10835327953100204
2008437504.0,0.10233960300683975
2009374976.0,0.09669212251901627
2010312448.0,0.09094417840242386
2011250048.0,0.08463280647993088
2012187520.0,0.07902465760707855
2013124992.0,0.0732065886259079
2014062464.0,0.06655804812908173
2015000064.0,0.06039777398109436
2015937536.0,0.05392099916934967
2016875008.0,0.04879538342356682
2017812480.0,0.04325927793979645
2018749952.0,0.03817661479115486
2019687552.0,0.03301315754652023
2020625024.0,0.028525570407509804
2021562496.0,0.024242043495178223
2022499968.0,0.020403927192091942
2023437440.0,0.017473068088293076
2024375040.0,0.014765506610274315
2025312512.0,0.013583921827375889
2026249984.0,0.012394199147820473
2027187456.0,0.012091213837265968
2028125056.0,0.012316316366195679
2029062528.0,0.014383039437234402
2030000000.0,0.016608085483312607
2030937472.0,0.02014891617000103
2031874944.0,0.02349141240119934
2032812544.0,0.02792440727353096
2033750016.0,0.03362152725458145
2034687488.0,0.039489682763814926
2035624960.0,0.0461852103471756
2036562560.0,0.0533963181078434
2037500032.0,0.061223309487104416
2038437504.0,0.06989717483520508
2039374976.0,0.07731848955154419
2040312448.0,0.08552142232656479
2041250048.0,0.09497129917144775
2042187520.0,0.10336747765541077
2043124992.0,0.1108146533370018
2044062464.0,0.11792021989822388
2044999936.0,0.1256314516067505
2045937536.0,0.13075986504554749
2046875008.0,0.13613702356815338
2047812480.0,0.13989761471748352
2048749952.0,0.14917537569999695
2049687552.0,0.14489324390888214
2050625024.0,0.1392250508069992
2051562496.0,0.13390783965587616
2052499968.0,0.1262289583683014
2053437440.0,0.11947820335626602
2054375040.0,0.11250568181276321
2055312512.0,0.10542726516723633
2056249984.0,0.09767121821641922
2057187456.0,0.09117744117975235
2058125056.0,0.08283929526805878
2059062528.0,0.07694502919912338
2060000000.0,0.06943129748106003
2060937472.0,0.0633300319314003
2061874944.0,0.05584779754281044
2062812544.0,0.050778165459632874
2063750016.0,0.04477342963218689
2064687488.0,0.03880351781845093
2065624960.0,0.03342863917350769
2066562560.0,0.029650019481778145
2067500032.0,0.024676209315657616
2068437504.0,0.02129407599568367
2069374976.0,0.017457816749811172
2070312448.0,0.014083965681493282
2071250048.0,0.01124410517513752
2072187520.0,0.008719855919480324
2073124992.0,0.00542642455548048
2074062464.0,0.0038039498031139374
2075000064.0,0.0017141179414466023
2075937536.0,0.0004044964152853936
2076875008.0,0.0004095911863259971
2077812480.0,-0.0005732999416068196
2078749952.0,-0.001040035393089056
2079687552.0,-0.0009946090867742896
2080625024.0,-0.00038762588519603014
2081562496.0,0.000359986413968727
2082499968.0,0.002365906024351716
2083437440.0,0.003772891592234373
2084375040.0,0.006850869860500097
2085312512.0,0.009199604392051697
2086249984.0,0.012831252999603748
2087187456.0,0.016381174325942993
2088125056.0,0.021010734140872955
2089062528.0,0.02667698822915554
2090000000.0,0.032165128737688065
2090937472.0,0.03799872100353241
2091874944.0,0.04522474482655525
2092812544.0,0.05261271819472313
2093750016.0,0.06054985150694847
