Frequency (Hz),Measurement
2000000000.0,0.15245328843593597
2000937472.0,0.14512376487255096
2001874944.0,0.14106951653957367
2002812544.0,0.1369990110397339
2003750016.0,0.1317790299654007
2004687488.0,0.12692303955554962
2005624960.0,0.12149614840745926
2006562560.0,0.1156158521771431
2007500032.0,0.10974195599555969
2008437504.0,0.10414215922355652
2009374976.0,0.09833230078220367
2010312448.0,0.09214528650045395
2011250048.0,0.0863676369190216
2012187520.0,0.07928010821342468
2013124992.0,0.07288065552711487
2014062464.0,0.06634580343961716
2015000064.0,0.06003904715180397
2015937536.0,0.0541154108941555
2016875008.0,0.048013631254434586
2017812480.0,0.04172336682677269
2018749952.0,0.03681400045752525
2019687552.0,0.031072406098246574
2020625024.0,0.026754705235362053
2021562496.0,0.02232150174677372
2022499968.0,0.018501920625567436
2023437440.0,0.015566864982247353
2024375040.0,0.013541103340685368
2025312512.0,0.01154647022485733
2026249984.0,0.010111815296113491
2027187456.0,0.009927130304276943
2028125056.0,0.010489118285477161
2029062528.0,0.011889585293829441
2030000000.0,0.014450030401349068
2030937472.0,0.01783350110054016
2031874944.0,0.020954150706529617
2032812544.0,0.02596009336411953
2033750016.0,0.03196574002504349
2034687488.0,0.03856446593999863
2035624960.0,0.044789720326662064
2036562560.0,0.053410738706588745
2037500032.0,0.06111040338873863
2038437504.0,0.06917448341846466
2039374976.0,0.07715870440006256
2040312448.0,0.08653609454631805
2041250048.0,0.09486006945371628
2042187520.0,0.1035352498292923
2043124992.0,0.11224882304668427
2044062464.0,0.11876364052295685
2044999936.0,0.12646044790744781
2045937536.0,0.13207803666591644
2046875008.0,0.13798819482326508
2047812480.0,0.14265109598636627
2048749952.0,0.1520894318819046
2049687552.0,0.14763842523097992
2050625024.0,0.14227589964866638
2051562496.0,0.13706575334072113
2052499968.0,0.1302354633808136
2053437440.0,0.12398703396320343
2054375040.0,0.1170334666967392
2055312512.0,0.10983394831418991
2056249984.0,0.10233819484710693
2057187456.0,0.09538000077009201
2058125056.0,0.08857110887765884
2059062528.0,0.08144757896661758
2060000000.0,0.07435417175292969
2060937472.0,0.06807196140289307
2061874944.0,0.06091887876391411
2062812544.0,0.05474909767508507
2063750016.0,0.04897397384047508
2064687488.0,0.04360448196530342
2065624960.0,0.03818965703248978
2066562560.0,0.033083152025938034
2067500032.0,0.029035015031695366
2068437504.0,0.024518147110939026
2069374976.0,0.020616276189684868
2070312448.0,0.01713552139699459
2071250048.0,0.015077757649123669
2072187520.0,0.01052065659314394
2073124992.0,0.008171359077095985
2074062464.0,0.00613229488953948
2075000064.0,0.0035868126433342695
2075937536.0,0.0018312882166355848
2076875008.0,0.0012592991115525365
2077812480.0,0.00036748076672665775
2078749952.0,-0.0003120056353509426
2079687552.0,-0.001158818369731307
2080625024.0,-0.0003673229948617518
2081562496.0,0.0003553977585397661
2082499968.0,0.0014172426890581846
2083437440.0,0.0027123221661895514
2084375040.0,0.005531271919608116
2085312512.0,0.008915684185922146
2086249984.0,0.011338953860104084
2087187456.0,0.014896970242261887
2088125056.0,0.019260361790657043
2089062528.0,0.024516183882951736
2090000000.0,0.030518529936671257
2090937472.0,0.03629406541585922
2091874944.0,0.042843304574489594
2092812544.0,0.05047100782394409
2093750016.0,0.05759643390774727
2094687488.0,0.06655803322792053
2095624960.0,0.07596147805452347
2096562560.0,0.08609849959611893
2097500032.0,0.09674059599637985
2098437504.0,0.10759260505437851
2099374976.0,0.1193440854549408
2100312448.0,0.13113756477832794
2101250048.0,0.1436438262462616
2102187520.0,0.15636372566223145
2103124992.0,0.170225128531456
2104062464.0,0.18245624005794525
2104999936.0,0.19619517028331757
2105937536.0,0.20941926538944244
2106875008.0,0.22275084257125854
2107812480.0,0.23463872075080872
2108749952.0,0.2738109529018402
2109687552.0,0.2822954058647156
2110625024.0,0.2893669307231903
2111562496.0,0.2963593304157257
2112499968.0,0.3017624318599701
2113437440.0,0.3055669665336609
2114375040.0,0.3093149960041046
2115312512.0,0.3102189004421234
2116249984.0,0.30889397859573364
2117187456.0,0.305014044046402
2118125056.0,0.2984544634819031
2119062528.0,0.28843235969543457
2120000000.0,0.27632609009742737
2120937472.0,0.2609475255012512
2121874944.0,0.24203002452850342
2122812544.0,0.2212723046541214
2123750016.0,0.19879533350467682
2124687488.0,0.17420217394828796
2125624960.0,0.14788125455379486
2126562560.0,0.12141317874193192
2127500032.0,0.09342887997627258
2128437504.0,0.06709166616201401
2129374976.0,0.04055660590529442
2130312448.0,0.014679836109280586
2131250048.0,-0.009046653285622597
2132187520.0,-0.031215406954288483
2133124992.0,-0.05031337961554527
2134062464.0,-0.06783021241426468
2135000064.0,-0.08225962519645691
2135937536.0,-0.0950375646352768
2136875008.0,-0.10381469875574112
2137812480.0,-0.10948964953422546
2138749952.0,-0.1125749722123146
2139687552.0,-0.11310963332653046
2140625024.0,-0.11016714572906494
2141562496.0,-0.10569299012422562
2142499968.0,-0.09877019375562668
2143437440.0,-0.08883935958147049
2144375040.0,-0.07881893962621689
2145312512.0,-0.06702207773923874
2146249984.0,-0.053856536746025085
